"COD_PAI","COD_TIPINT","CNT_TIPINT","ANNO_EFF","MESE_EFF","ANNO","COD_IMP","BDG_PREV_EUR","BDG_PREV_QTA","BDG_CONS_EUR","BDG_CONS_QTA","ID_FATT_DETTAGLIO","BDG_CONS_QTA_BENEF","BDG_CONS_VAR","CAUS_VAR","NOTE","FLG_PROP","ID_MAN_DETTAGLIO","GG_ASSENZA","IMP_VAR","MOTIVAZIONE_VARIAZIONE_SPESA","ID_PARAM_FASCIA","ACQUISITO","BDG_CONS_RIENTR","COD_IMP_PROROGA"
22829263,AZ014,1,2014,10,2014,"116",583.68,48,,,,,,,,N,,,,,343,1,,
22841074,EC003,1,2014,11,2014,"1273/2014",200,200,200,200,,200,,,,N,22864857,0,,,468,0,,
22471130,EC003,9,2014,11,2014,"1273/2014",500,500,500,500,,500,,,,N,22864997,0,,,11,0,,
22829263,AZ014,1,2014,11,2014,"116",583.68,48,,,,,,,,N,,,,,343,1,,
22829263,AZ014,1,2014,12,2014,"116",583.68,48,,,,,,,,N,,,,,343,1,,
22829263,AZ012,1,2014,8,2014,"116",0,0,0,0,,,,,,N,,,,,343,0,,
22829263,AZ012,1,2014,9,2014,"116",343.2,30,,,,,,,,N,,,,,343,1,,
22808413,EC001,2,0,0,2014,"1273/2014",0,600,0,0,,0,,,,S,,,,,11,0,,
22829263,AZ012,1,2014,10,2014,"116",343.2,30,0,0,,0,,,,N,,0,,,343,1,,
22829263,AZ012,1,2014,11,2014,"116",343.2,30,,,,,,,,N,,,,,343,1,,
22829263,AZ012,1,2014,12,2014,"116",343.2,30,343.2,30,,30,,,,N,,0,,,343,1,,
22436316,AZ014,4,2014,8,2014,"116",583.68,48,583.68,48,,,,,,N,,,,,341,0,,
22436316,AZ014,4,2014,9,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22436316,AZ014,4,2014,10,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22436316,AZ014,4,2014,11,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22436316,AZ014,4,2014,12,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22436316,AZ013,1,2014,8,2014,"116",112.74,6,112.74,6,,,,,,N,,,,,341,0,,
22436316,AZ013,1,2014,9,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22436316,AZ013,1,2014,10,2014,"116",75.16,4,72.54,6,,6,,,,N,,0,,,341,1,,
22436316,AZ013,1,2014,11,2014,"116",75.16,4,72.54,6,,6,,,,N,,0,,,341,1,,
22436316,AZ013,1,2014,12,2014,"116",75.16,4,72.54,6,,6,,,,N,,0,,,341,1,,
22401989,AZ014,5,2014,8,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,11,0,,
22401989,AZ014,5,2014,9,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22401989,AZ014,5,2014,10,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22401989,AZ014,5,2014,11,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22401989,AZ014,5,2014,12,2014,"116",0,0,0,0,,,,,,N,,,,,11,0,,
22401989,AZ013,6,2014,8,2014,"116",75.16,4,75.16,4,,,,,,N,,,,,11,0,,
22401989,AZ013,6,2014,9,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22401989,AZ013,6,2014,10,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22401989,AZ013,6,2014,11,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22401989,AZ013,6,2014,12,2014,"116",0,0,0,0,,,,,,N,,,,,11,0,,
22829288,AZ013,1,2014,8,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,11,0,,
22829288,AZ013,1,2014,9,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,11,0,,
22829288,AZ013,1,2014,10,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,11,0,,
22829288,AZ013,1,2014,11,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,11,0,,
22829288,AZ013,1,2014,12,2014,"116",150.32,8,,,,,,,,N,,,,,11,0,,
22430222,AZ014,10,2014,8,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,341,0,,
22430222,AZ014,10,2014,9,2014,"116",194.56,16,,,,,,,,N,,,,,341,1,,
22430222,AZ014,10,2014,10,2014,"116",194.56,16,,,,,,,,N,,,,,341,1,,
22430222,AZ014,10,2014,11,2014,"116",194.56,16,,,,,,,,N,,,,,341,1,,
22430222,AZ014,10,2014,12,2014,"116",194.56,16,,,,,,,,N,,,,,341,1,,
22430222,AZ013,1,2014,8,2014,"116",75.16,4,75.16,4,,,,,,N,,,,,341,0,,
22430222,AZ013,1,2014,9,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22430222,AZ013,1,2014,10,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22430222,AZ013,1,2014,11,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22430222,AZ013,1,2014,12,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22430222,AZ012,1,2014,8,2014,"116",274.56,24,274.56,24,,,,,,N,,,,,341,0,,
22430222,AZ012,1,2014,9,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22430222,AZ012,1,2014,10,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22430222,AZ012,1,2014,11,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22430222,AZ012,1,2014,12,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22829305,AZ014,1,2014,8,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,11,0,,
22829305,AZ014,1,2014,9,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22829305,AZ014,1,2014,10,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22829305,AZ014,1,2014,11,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22829305,AZ014,1,2014,12,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22404954,AZ014,4,2014,8,2014,"116",97.28,8,97.28,8,,,,,,N,,,,,11,0,,
22404954,AZ014,4,2014,9,2014,"116",97.28,8,,,,,,,,N,,,,,11,1,,
22404954,AZ014,4,2014,10,2014,"116",97.28,8,,,,,,,,N,,,,,11,1,,
22404954,AZ014,4,2014,11,2014,"116",97.28,8,,,,,,,,N,,,,,11,1,,
22404954,AZ014,4,2014,12,2014,"116",97.28,8,,,,,,,,N,,,,,11,1,,
22404954,AZ013,2,2014,8,2014,"116",75.16,4,75.16,4,,,,,,N,,,,,11,0,,
22404954,AZ013,2,2014,9,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22404954,AZ013,2,2014,10,2014,"116",112.74,6,112.74,6,,6,,,"2 ore rifiuto utente",N,,0,,,11,1,,
22404954,AZ013,2,2014,11,2014,"116",112.74,6,48.36,4,,4,,,,N,,0,,,11,1,,
22404954,AZ013,2,2014,12,2014,"116",112.74,6,48.36,4,,4,,,,N,,0,,,11,1,,
22489812,AZ014,3,2014,8,2014,"116",486.4,40,486.4,40,,,,,,N,,,,,11,0,,
22489812,AZ014,3,2014,9,2014,"116",486.4,40,,,,,,,,N,,,,,11,1,,
22489812,AZ014,3,2014,10,2014,"116",486.4,40,,,,,,,,N,,,,,11,1,,
22489812,AZ014,3,2014,11,2014,"116",486.4,40,,,,,,,,N,,,,,11,1,,
22489812,AZ014,3,2014,12,2014,"116",486.4,40,,,,,,,,N,,,,,11,1,,
22489812,AZ013,1,2014,8,2014,"116",75.16,4,75.16,4,,,,,,N,,,,,11,0,,
22489812,AZ013,1,2014,9,2014,"116",75.16,4,,,,,,,,N,,,,,11,1,,
22489812,AZ013,1,2014,10,2014,"116",75.16,4,75.16,4,,4,,,"2 ore rifiuto utente",N,,0,,,11,1,,
22489812,AZ013,1,2014,11,2014,"116",75.16,4,75.16,4,,4,,,,N,,0,,,11,1,,
22489812,AZ013,1,2014,12,2014,"116",75.16,4,75.16,4,,4,,,,N,,0,,,11,1,,
22489812,AZ012,3,2014,8,2014,"116",148.72,13,148.72,13,,,,,,N,,,,,11,0,,
22489812,AZ012,3,2014,9,2014,"116",137.28,12,145.34,13,,13,,,,N,,0,,,11,1,,
22489812,AZ012,3,2014,10,2014,"116",137.28,12,145.34,13,,13,,,,N,,0,,,11,1,,
22489812,AZ012,3,2014,11,2014,"116",137.28,12,145.34,13,,13,,,,N,,0,,,11,1,,
22489812,AZ012,3,2014,12,2014,"116",137.28,12,145.34,13,,13,,,,N,,0,,,11,1,,
22489700,AZ014,2,2014,8,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,342,0,,
22489700,AZ014,2,2014,9,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,342,0,,
22489700,AZ014,2,2014,10,2014,"116",194.56,16,,,,,,,,N,,,,,342,1,,
22489700,AZ014,2,2014,11,2014,"116",194.56,16,,,,,,,,N,,,,,342,1,,
22489700,AZ014,2,2014,12,2014,"116",194.56,16,,,,,,,,N,,,,,342,1,,
22706434,AZ014,2,2014,8,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,343,0,,
22706434,AZ014,2,2014,9,2014,"116",194.56,16,,,,,,,,N,,,,,343,1,,
22706434,AZ014,2,2014,10,2014,"116",194.56,16,,,,,,,,N,,,,,343,1,,
22706434,AZ014,2,2014,11,2014,"116",194.56,16,,,,,,,,N,,,,,343,1,,
22706434,AZ014,2,2014,12,2014,"116",194.56,16,,,,,,,,N,,,,,343,1,,
22522523,AZ014,8,2014,8,2014,"116",583.68,48,583.68,48,,,,,,N,,,,,341,0,,
22522523,AZ014,8,2014,9,2014,"116",583.68,48,583.68,48,,,,,,N,,,,,341,0,,
22522523,AZ014,8,2014,10,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22522523,AZ014,8,2014,11,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22522523,AZ014,8,2014,12,2014,"116",583.68,48,,,,,,,,N,,,,,341,1,,
22522523,AZ012,3,2014,8,2014,"116",205.92,18,205.92,18,,,,,,N,,,,,341,0,,
22522523,AZ012,3,2014,9,2014,"116",194.48,17,194.48,17,,,,,,N,,,,,341,0,,
22522523,AZ012,3,2014,10,2014,"116",183.04,16,190.06,17,,17,,,,N,,0,,,341,1,,
22522523,AZ012,3,2014,11,2014,"116",183.04,16,201.24,18,,18,,,,N,,0,,,341,1,,
22522523,AZ012,3,2014,12,2014,"116",183.04,16,201.24,18,,18,,,,N,,0,,,341,1,,
22425222,AZ014,5,2014,8,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,11,0,,
22425222,AZ014,5,2014,9,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22425222,AZ014,5,2014,10,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22750764,AD020,1,2014,10,2014,"853/2014",45.55,1,,,,,,,,N,,,,,11,1,,
22653956,EC002,3,2014,12,2014,"1273/2014",200,200,200,200,,200,,,,N,22869809,0,,,11,0,,
22653956,EC002,3,2014,11,2014,"1273/2014",200,200,200,200,,200,,,,N,22842533,0,,,11,0,,
22535213,EC002,3,2014,11,2014,"1273/2014",250,250,250,250,,250,,,,N,22842597,0,,,11,0,,
22535213,EC002,3,2014,12,2014,"1273/2014",250,250,250,250,,250,,,,N,22869849,0,,,11,0,,
22828359,AZ013,1,2014,9,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,11,0,,
22828359,AZ013,1,2014,10,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,11,1,,
22828359,AZ013,1,2014,11,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,11,1,,
22828359,AZ013,1,2014,12,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,11,1,,
22828359,AZ012,1,2014,8,2014,"116",354.64,31,354.64,31,,,,,,N,,,,,11,0,,
22828359,AZ012,1,2014,9,2014,"116",343.2,30,343.2,30,,,,,,N,,,,,11,0,,
22828359,AZ012,1,2014,10,2014,"116",343.2,30,346.58,31,,31,,,,N,,0,,,11,1,,
22828359,AZ012,1,2014,11,2014,"116",343.2,30,343.2,30,,30,,,,N,,0,,,11,1,,
22828359,AZ012,1,2014,12,2014,"116",343.2,30,346.58,31,,31,,,,N,,0,,,11,1,,
22828372,AZ014,1,2014,8,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,11,0,,
22828372,AZ014,1,2014,9,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22828372,AZ014,1,2014,10,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22828372,AZ014,1,2014,11,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22828372,AZ014,1,2014,12,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22828372,AZ013,1,2014,8,2014,"116",0,0,0,0,,,,,,N,,,,,11,0,,
22828372,AZ013,1,2014,9,2014,"116",150.32,8,,,,,,,,N,,,,,11,1,,
22828372,AZ013,1,2014,10,2014,"116",150.32,8,0,0,,0,,,deceduta,N,,0,,,11,1,,
22828372,AZ013,1,2014,11,2014,"116",150.32,8,0,0,,0,,,deceduta,N,,0,,,11,1,,
22828372,AZ013,1,2014,12,2014,"116",150.32,8,0,0,,0,,,deceduta,N,,0,,,11,1,,
22828381,AZ012,1,2014,8,2014,"116",354.64,31,354.64,31,,,,,,N,,,,,11,0,,
22828381,AZ012,1,2014,9,2014,"116",343.2,30,343.2,30,,30,,,,N,,0,,,11,1,,
22828381,AZ012,1,2014,10,2014,"116",343.2,30,346.58,31,,31,,,,N,,0,,,11,1,,
22828381,AZ012,1,2014,11,2014,"116",343.2,30,343.2,30,,30,,,,N,,0,,,11,1,,
22828381,AZ012,1,2014,12,2014,"116",343.2,30,346.58,31,,31,,,,N,,0,,,11,1,,
22584028,AZ014,5,2014,8,2014,"116",583.68,48,583.68,48,,,,,,N,,,,,342,0,,
22584028,AZ014,5,2014,9,2014,"116",583.68,48,,,,,,,,N,,,,,342,1,,
22584028,AZ014,5,2014,10,2014,"116",583.68,48,,,,,,,,N,,,,,342,1,,
22584028,AZ014,5,2014,11,2014,"116",583.68,48,,,,,,,,N,,,,,342,1,,
22584028,AZ014,5,2014,12,2014,"116",583.68,48,,,,,,,,N,,,,,342,1,,
22584028,AZ012,5,2014,8,2014,"116",205.92,18,205.92,18,,,,,,N,,,,,342,0,,
22584028,AZ012,5,2014,9,2014,"116",228.8,20,122.98,11,,11,,,,N,,0,,,342,1,,
22584028,AZ012,5,2014,10,2014,"116",228.8,20,,,,,,,,N,,,,,342,1,,
22584028,AZ012,5,2014,11,2014,"116",228.8,20,,,,,,,,N,,,,,342,1,,
22584028,AZ012,5,2014,12,2014,"116",228.8,20,89.44,8,,8,,,,N,,0,,,342,1,,
22828394,AZ014,1,2014,8,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,342,0,,
22828394,AZ014,1,2014,9,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,342,0,,
22828394,AZ014,1,2014,10,2014,"116",291.84,24,,,,,,,,N,,,,,342,1,,
22828394,AZ014,1,2014,11,2014,"116",291.84,24,,,,,,,,N,,,,,342,1,,
22828394,AZ014,1,2014,12,2014,"116",291.84,24,,,,,,,,N,,,,,342,1,,
22828394,AZ013,1,2014,8,2014,"116",112.74,6,112.74,6,,,,,,N,,,,,342,0,,
22828394,AZ013,1,2014,9,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,342,0,,
22828394,AZ013,1,2014,10,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22828394,AZ013,1,2014,11,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22828394,AZ013,1,2014,12,2014,"116",150.32,8,150.32,8,,2,,,ricoverato,N,,0,,,342,1,,
22534054,AZ014,7,2014,8,2014,"116",194.56,16,194.56,16,,,,,,N,,,,,11,0,,
22534054,AZ014,7,2014,9,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22534054,AZ014,7,2014,10,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22534054,AZ014,7,2014,11,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22534054,AZ014,7,2014,12,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22589816,AZ012,1,2014,8,2014,"116",22.88,2,22.88,2,,,,,,N,,,,,11,0,,
22589816,AZ012,1,2014,9,2014,"116",343.2,30,201.24,18,,18,,,,N,,0,,,11,1,,
22589816,AZ012,1,2014,10,2014,"116",343.2,30,0,0,,0,,,sospesi,N,,0,,,11,1,,
22589816,AZ012,1,2014,11,2014,"116",343.2,30,,,,,,,,N,,,,,11,1,,
22589816,AZ012,1,2014,12,2014,"116",343.2,30,,,,,,,,N,,,,,11,1,,
22828411,AZ013,1,2014,8,2014,"116",112.74,6,112.74,6,,,,,,N,,,,,341,0,,
22828411,AZ013,1,2014,9,2014,"116",112.74,6,,,,,,,,N,,,,,341,1,,
22828411,AZ013,1,2014,10,2014,"116",112.74,6,,,,,,,,N,,,,,341,1,,
22828411,AZ013,1,2014,11,2014,"116",112.74,6,,,,,,,,N,,,,,341,1,,
22828411,AZ013,1,2014,12,2014,"116",112.74,6,,,,,,,,N,,,,,341,1,,
22828411,AZ012,1,2014,8,2014,"116",354.64,31,354.64,31,,,,,,N,,,,,341,0,,
22828411,AZ012,1,2014,9,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22828411,AZ012,1,2014,10,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22828411,AZ012,1,2014,11,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22828411,AZ012,1,2014,12,2014,"116",343.2,30,,,,,,,,N,,,,,341,1,,
22828411,AZ011,1,2014,8,2014,"116",1139.04,48,1139.04,48,,,,,,N,,,,,341,0,,
22828411,AZ011,1,2014,9,2014,"116",664.44,28,,,,,,,,N,,,,,341,1,,
22828411,AZ011,1,2014,10,2014,"116",664.44,28,,,,,,,,N,,,,,341,1,,
22828411,AZ011,1,2014,11,2014,"116",664.44,28,,,,,,,,N,,,,,341,1,,
22828411,AZ011,1,2014,12,2014,"116",664.44,28,,,,,,,,N,,,,,341,1,,
22738547,AZ014,1,2014,8,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,11,0,,
22738547,AZ014,1,2014,9,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22738547,AZ014,1,2014,10,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22738547,AZ014,1,2014,11,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22738547,AZ014,1,2014,12,2014,"116",291.84,24,,,,,,,,N,,,,,11,1,,
22468495,AZ013,1,2014,8,2014,"116",112.74,6,112.74,6,,,,,,N,,,,,11,0,,
22468495,AZ013,1,2014,9,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22468495,AZ013,1,2014,10,2014,"116",112.74,6,0,0,,0,,,non attivo,N,,0,,,11,1,,
22468495,AZ013,1,2014,11,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22468495,AZ013,1,2014,12,2014,"116",112.74,6,0,0,,0,,,chiuso,N,,0,,,11,1,,
22468495,AZ012,1,2014,8,2014,"116",0,0,0,0,,,,,,N,,,,,11,0,,
22468495,AZ012,1,2014,9,2014,"116",343.2,30,,,,,,,,N,,,,,11,1,,
22468495,AZ012,1,2014,10,2014,"116",343.2,30,0,0,,0,,,,N,,0,,,11,1,,
22468495,AZ012,1,2014,11,2014,"116",343.2,30,,,,,,,,N,,,,,11,1,,
22468495,AZ012,1,2014,12,2014,"116",343.2,30,0,0,,0,,,chuso,N,,0,,,11,1,,
22828436,AZ011,1,2014,8,2014,"116",308.49,13,308.49,13,,,,,,N,,,,,341,0,,
22828436,AZ011,1,2014,9,2014,"116",284.76,12,301.34,13,,13,,,,N,,0,,,341,1,,
22828436,AZ011,1,2014,10,2014,"116",284.76,12,324.52,14,,14,,,"0.50 minuti rifiuto utente",N,,0,,,341,1,,
22828436,AZ011,1,2014,11,2014,"116",284.76,12,284.76,12,,12,,,,N,,0,,,341,1,,
22828436,AZ011,1,2014,12,2014,"116",284.76,12,324.52,14,,14,,,"0.50 minuti rifiuto utente",N,,0,,,341,1,,
22828445,AZ013,1,2014,8,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,342,0,,
22828445,AZ013,1,2014,9,2014,"116",150.32,8,,,,,,,,N,,,,,342,1,,
22828445,AZ013,1,2014,10,2014,"116",150.32,8,,,,,,,,N,,,,,342,1,,
22828445,AZ013,1,2014,11,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22828445,AZ013,1,2014,12,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22700025,AD020,1,2014,12,2014,"853/2014",1367,30,,,,,,,,N,,,,,11,1,,
22786488,EC003,3,2014,11,2014,"1273/2014",300,300,300,300,,300,,,,N,22865279,0,,,11,0,,
22529308,EC003,9,2014,11,2014,"1273/2014",300,300,300,300,,300,,,,N,22864843,0,,,11,0,,
22636173,EC003,1,2014,11,2014,"1273/2014",250,250,250,250,,250,,,,N,22864939,0,,,11,0,,
22587446,AD020,1,2014,11,2014,"853/2014",2459.7,54,,,,,,,,N,,,,,11,1,,
22521661,EC003,13,2014,11,2014,"1273/2014",300,300,300,300,,300,,,,N,22864947,0,,,11,0,,
22571957,EC003,5,2014,11,2014,"1273/2014",400,400,400,400,,400,,,,N,22864937,0,,,11,0,,
22458414,EC003,4,2014,10,2014,"1273/2014",250,250,250,250,,250,,,,N,22825434,0,,,11,0,,
22489403,AD009,1,0,0,2014,"1272/2014",0,200,0,,,,,,,S,,,,,11,0,,
22639631,AD020,1,2014,12,2014,"853/2014",1367,30,,,,,,,,N,,,,,11,1,,
22540779,AZ008B,3,2015,1,2014,"2015000YYYY",425,425,425,425,,425,,,,N,22978091,0,,,11,0,,
22462036,EC003,5,2014,11,2014,"1273/2014",400,400,400,400,,400,,,,N,22865027,0,,,11,0,,
22527519,EC002,1,2014,12,2014,"1273/2014",300,300,300,300,,300,,,,N,22869861,0,,,11,0,,
22527519,EC002,1,2014,11,2014,"1273/2014",300,300,300,300,,300,,,,N,22842611,0,,,11,0,,
22805502,EC002,1,2014,12,2014,"1273/2014",200,200,200,200,,200,,,,N,22869793,0,,,11,0,,
22805502,EC002,1,2014,11,2014,"1273/2014",200,200,200,200,,200,,,,N,22842513,0,,,11,0,,
22793207,EC002,1,2014,12,2014,"1273/2014",300,300,300,300,,300,,,,N,22869907,0,,,11,0,,
22793207,EC002,1,2014,11,2014,"1273/2014",300,300,300,300,,300,,,,N,22842673,0,,,11,0,,
22649747,EC002,3,2014,12,2014,"1273/2014",200,200,200,200,,200,,,,N,22869865,0,,,11,0,,
22649747,EC002,3,2014,11,2014,"1273/2014",200,200,200,200,,200,,,,N,22842617,0,,,11,0,,
22425222,AZ014,5,2014,12,2014,"116",0,0,0,0,,,,,,N,,,,,11,0,,
22425222,AZ014,5,2014,11,2014,"116",194.56,16,,,,,,,,N,,,,,11,1,,
22425222,AZ013,1,2014,8,2014,"116",75.16,4,75.16,4,,,,,,N,,,,,11,0,,
22425222,AZ013,1,2014,9,2014,"116",75.16,4,,,,,,,,N,,,,,11,1,,
22772048,EC003,1,0,0,2014,"1273/2014",0,0,0,,,,,,,S,,,,,11,0,,
22425222,AZ013,1,2014,10,2014,"116",75.16,4,,,,,,,,N,,,,,11,1,,
22425222,AZ013,1,2014,11,2014,"116",75.16,4,,,,,,,,N,,,,,11,1,,
22425222,AZ013,1,2014,12,2014,"116",0,0,0,0,,,,,,N,,,,,11,0,,
22829362,AZ014,1,2014,8,2014,"116",826.88,68,826.88,68,,,,,,N,,,,,341,0,,
22829362,AZ014,1,2014,9,2014,"116",826.88,68,,,,,,,,N,,,,,341,1,,
22829362,AZ014,1,2014,10,2014,"116",826.88,68,,,,,,,,N,,,,,341,1,,
22829362,AZ014,1,2014,11,2014,"116",826.88,68,,,,,,,,N,,,,,341,1,,
22829362,AZ014,1,2014,12,2014,"116",826.88,68,,,,,,,,N,,,,,341,1,,
22829362,AZ013,1,2014,8,2014,"116",75.16,4,75.16,4,,,,,,N,,,,,341,0,,
22829362,AZ013,1,2014,9,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22829362,AZ013,1,2014,10,2014,"116",75.16,4,,,,,,,,N,,,,,341,1,,
22829362,AZ013,1,2014,11,2014,"116",75.16,4,75.16,4,,4,,,,N,,0,,,341,1,,
22829362,AZ013,1,2014,12,2014,"116",75.16,4,75.16,4,,4,,,,N,,0,,,341,1,,
22829379,AZ014,1,2014,8,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,342,0,,
22829379,AZ014,1,2014,9,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,342,0,,
22829379,AZ014,1,2014,10,2014,"116",291.84,24,,,,,,,,N,,,,,342,1,,
22829379,AZ014,1,2014,11,2014,"116",291.84,24,,,,,,,,N,,,,,342,1,,
22829379,AZ014,1,2014,12,2014,"116",291.84,24,,,,,,,,N,,,,,342,1,,
22829379,AZ013,1,2014,8,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,342,0,,
22829379,AZ013,1,2014,9,2014,"116",150.32,8,150.32,8,,,,,,N,,,,,342,0,,
22829379,AZ013,1,2014,10,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22829379,AZ013,1,2014,11,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22829379,AZ013,1,2014,12,2014,"116",150.32,8,150.32,8,,8,,,,N,,0,,,342,1,,
22411799,AZ013,1,2014,8,2014,"116",112.74,6,112.74,6,,,,,,N,,,,,11,0,,
22411799,AZ013,1,2014,9,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22411799,AZ013,1,2014,10,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22411799,AZ013,1,2014,11,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22411799,AZ013,1,2014,12,2014,"116",112.74,6,,,,,,,,N,,,,,11,1,,
22411799,AZ012,3,2014,8,2014,"116",709.28,62,709.28,62,,,,,,N,,,,,11,0,,
22411799,AZ012,3,2014,9,2014,"116",686.4,60,,,,,,,,N,,,,,11,1,,
22411799,AZ012,3,2014,10,2014,"116",686.4,60,,,,,,,,N,,,,,11,1,,
22411799,AZ012,3,2014,11,2014,"116",686.4,60,,,,,,,,N,,,,,11,1,,
22411799,AZ012,3,2014,12,2014,"116",686.4,60,,,,,,,,N,,,,,11,1,,
22411799,AZ011,3,2014,8,2014,"116",2206.89,93,2206.89,93,,,,,,N,,,,,11,0,,
22411799,AZ011,3,2014,9,2014,"116",1993.32,84,,,,,,,,N,,,,,11,1,,
22411799,AZ011,3,2014,10,2014,"116",1993.32,84,,,,,,,,N,,,,,11,1,,
22411799,AZ011,3,2014,11,2014,"116",1993.32,84,,,,,,,,N,,,,,11,1,,
22411799,AZ011,3,2014,12,2014,"116",1993.32,84,,,,,,,,N,,,,,11,1,,
22829400,AZ014,1,2014,8,2014,"116",291.84,24,291.84,24,,,,,,N,,,,,343,0,,
22829400,AZ014,1,2014,9,2014,"116",291.84,24,,,,,,,,N,,,,,343,1,,
22829400,AZ014,1,2014,10,2014,"116",291.84,24,,,,,,,,N,,,,,343,1,,
22829400,AZ014,1,2014,11,2014,"116",291.84,24,,,,,,,,N,,,,,343,1,,
22829400,AZ014,1,2014,12,2014,"116",291.84,24,,,,,,,,N,,,,,343,1,,
22829400,AZ013,1,2014,8,2014,"116",112.74,6,112.74,6,,,,,,N,,,,,343,0,,
22829400,AZ013,1,2014,9,2014,"116",112.74,6,,,,,,,,N,,,,,343,1,,
22829400,AZ013,1,2014,10,2014,"116",112.74,6,,,,,,,,N,,,,,343,1,,
